"Sp_name","SpCode","PhyloCode","BehPheno","Social_Status","Subfamily","Tribe","Genus","Subgenus","Latitude","Longitude","Altitude","YearMin","YearMax","Biome","NnestsMin","NestReused","HibSite","Iteroparity","CoFounding","NumQ","Guard","NumB1.offspring","RBOff","RBOffCells","PropB1.males","PropRB.males","NumWorkerBroods","NumB1.workers","WorkerOvDev","WorkersMated","QWDimorphHead","QWDimorphWing","Qlongevity","Lecty","Voltinism"
"Halictus_latisignathus","HRlat","","4","Eusocial","Halictinae","Halictini","Halictus","Ramalictus","18.75926",73.401089,650,1966,1966,"2","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,27,"0",18.7,NA,NA,NA,NA
"Halictus_patellatus","HMpat","","4","Eusocial","Halictinae","Halictini","Halictus","Monilapis","",NA,NA,NA,NA,"","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA
"Halictus_sexcinctus","HHsex","Halsexcinctu","4","Eusocial","Halictinae","Halictini","Halictus","Hexataenites","36.64739",22.893267,100,1997,1997,"1","22",NA,"",NA,"0",NA,"",8.5,4.9,NA,19,66,"1",0.4,65,"26",4.8,4.5,NA,NA,NA
"Halictus_sexcinctus","HHsex","Halsexcinctu","4","Eusocial","Halictinae","Halictini","Halictus","Hexataenites","36.64739",22.893267,100,1998,1998,"1","85",NA,"",NA,"0",NA,"",7,5.8,NA,26,29,"1",1.3,76,"63",8.3,2.7,NA,NA,NA
"Halictus_sexcinctus","HHsex","Halsexcinctu","2,4",NA,"Halictinae","Halictini","Halictus","Hexataenites","36.64739",22.893267,100,1998,1998,"1","127",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,1
"Halictus_sexcinctus","HHsex","Halsexcinctu","1","Solitary","Halictinae","Halictini","Halictus","Hexataenites","",NA,NA,NA,NA,"1","264",NA,"",NA,NA,1,"",NA,NA,NA,NA,NA,"",NA,NA,NA,0,NA,NA,NA,NA
"Halictus_sexcinctus","HHsex","Halsexcinctu","1","Solitary","Halictinae","Halictini","Halictus","Hexataenites","",NA,NA,NA,NA,"1","124.5",NA,"",NA,NA,1,"",NA,NA,NA,NA,NA,"",NA,NA,NA,0,NA,NA,NA,NA
"Halictus_fulvipes","HHful","Halfulvipes","4","Eusocial","Halictinae","Halictini","Halictus","Hexataenites","43.181252",5.602636,30,1967,1967,"1","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA
"Halictus_resurgens","HHres","","4","Eusocial","Halictinae","Halictini","Halictus","Hexataenites","",NA,NA,NA,NA,"","",NA,"",NA,NA,NA,"",NA,NA,NA,20,NA,"",NA,NA,"",5,NA,NA,NA,NA
"Halictus_tsingtouensis","HMtsi","","1","Solitary","Halictinae","Halictini","Halictus","Monilapis","43.078124",141.339257,15,1980,1980,"1","5",NA,"1",NA,"0",1,"",9,NA,NA,NA,NA,"",NA,NA,NA,0,NA,NA,2,1
"Halictus_cochlearitarsis","HAcoc","","4","Eusocial","Halictinae","Halictini","Halictus","Argalictus","",NA,NA,NA,NA,"","",NA,"",NA,NA,NA,"",NA,NA,NA,20,NA,"",NA,NA,"",NA,NA,NA,NA,NA
"Habralictus_canaliculatus","Hcan","","1,2","Communal","Halictinae","Halictini","Habralictus","","-25.52359",-49.345796,900,1955,1956,"1,2","10",1,"",NA,"1",NA,"",NA,NA,NA,NA,NA,"0",NA,NA,NA,0,NA,NA,NA,2
"Ruizantheda_divaricata","Rdiv","","1,2","Communal","Halictinae","Halictini","Ruizantheda","","-25.52359",-49.345796,900,1955,1956,"1,2","",NA,"",NA,"1",7.9,"1",NA,NA,NA,NA,62,"0",NA,NA,NA,0,NA,NA,NA,1
"Psuedagapostemon_puelchanus","Ppue","","2","Communal","Halictinae","Halictini","Pseudagapostemon","","-25.52359",-49.345796,900,1955,1956,"1,2","10",NA,"2",NA,"1",3,"1",NA,NA,NA,NA,NA,"0",NA,NA,NA,0,NA,NA,NA,1
"Halictus_hesperus","HShes","","4","Eusocial","Halictinae","Halictini","Halictus","Seladonia","16.909232",-92.054539,800,1985,1985,"1,2","6",NA,"",NA,"0",NA,"",NA,NA,NA,0,NA,"",5,9.3,"5.5",23.4,19.5,NA,NA,NA
"Halictus_hesperus","HShes","","4","Eusocial","Halictinae","Halictini","Halictus","Seladonia","10.45907",-85.471077,NA,1954,1963,"2","4",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",37.5,25,"0",NA,NA,NA,NA,NA
"Halictus_hesperus","HShes","","4","Eusocial","Halictinae","Halictini","Halictus","Seladonia","10.44261",-85.542645,NA,1981,1981,"2","6",NA,"2",NA,NA,NA,"1",NA,NA,NA,0,48,"1",123,30.1,"10.7",15.2,12.9,NA,2,NA
"Thrincohalictus_prognathus","Tpro","Thrprognathu","1","Solitary","Halictinae","Halictini","Thrincohalictus","","32.794514",35.272898,NA,1998,1998,"3","",NA,"",NA,NA,1,"",NA,NA,NA,NA,NA,"",NA,NA,NA,0,NA,NA,2,1
"Patellapis_Sp. 1","Psp1","","2","Communal","Halictinae","Halictini","Patellapis","","-31.350077",19.133689,760,2002,2006,"1,3","7",0,"",NA,"1",NA,"",NA,NA,NA,NA,NA,"0",NA,NA,NA,0,NA,NA,2,1
"Caenohalictus_eberhardorum","Cebe","","1,2","Communal","Halictinae","Halictini","Caenohalictus","","3.52617",-76.620664,1900,1977,1977,"2","18",NA,"",NA,"1",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,0,NA,NA,NA,NA
"Habralictus_bimaculatus","Hbim","","1,2","Communal","Halictinae","Halictini","Habralictus","","3.52617",-76.620664,1900,1977,1977,"2","15",NA,"",NA,"1",2.3,"0",4.6,NA,NA,NA,NA,"0",NA,NA,NA,0,NA,NA,NA,NA
"Thrinchostoma_torridum","TEtor","","1","Solitary","Halictinae","Thrincostomini","Thrinchostoma","Eothrincostoma","-29.848629",30.963466,NA,1966,1966,"1,3","2",NA,"",NA,"0",1,"",NA,NA,NA,NA,NA,"",NA,NA,NA,0,NA,NA,NA,NA
"Agapostemon_virescens","AAvir","Agavirescens","2","Communal","Halictinae","Caenohalictini","Agapostemon","Agapostemon","42.453119",-76.475367,100,1975,1975,"1","9",NA,"",NA,"1",NA,"1",NA,NA,NA,NA,64,"0",NA,NA,NA,0,NA,NA,2,1
"Agapostemon_virescens","AAvir","Agavirescens","2","Communal","Halictinae","Caenohalictini","Agapostemon","Agapostemon","38.961589",-95.264662,250,NA,NA,"1","",NA,"",NA,"1",NA,"",NA,NA,NA,NA,NA,"0",NA,NA,NA,0,NA,NA,NA,2
"Agapostemon_angelicus","AAang","","1,2","Communal","Halictinae","Caenohalictini","Agapostemon","Agapostemon","",NA,1270,1973,1973,"1","5",NA,"",NA,"1",NA,"",NA,NA,NA,NA,NA,"0",NA,NA,NA,0,NA,NA,NA,2
"Agapostemon_obliquus","AAobl","","2","Communal","Halictinae","Caenohalictini","Agapostemon","Agapostemon","31.593275",-109.225992,1400,1972,1972,"3","1",NA,"",NA,"1",15,"1",5.1,NA,NA,NA,NA,"0",NA,NA,NA,0,NA,NA,NA,NA
"Agapostemon_sericeus","AAser","Agasericeus","1","Solitary","Halictinae","Caenohalictini","Agapostemon","Agapostemon","42.453119",-76.475367,100,1974,1980,"1","9",NA,"",NA,NA,1,"",6.3,NA,NA,NA,NA,"0",NA,NA,NA,0,NA,NA,NA,1
"Agapostemon_sericeus","AAser","Agasericeus","",NA,"Halictinae","Caenohalictini","Agapostemon","Agapostemon","",NA,NA,NA,NA,"","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"0",NA,NA,"",NA,NA,NA,NA,2
"Agapostemon_splendens","AAspl","","1","Solitary","Halictinae","Caenohalictini","Agapostemon","Agapostemon","31.62722",-81.156757,10,1978,1978,"1","",NA,"",NA,NA,1,"",NA,NA,NA,NA,NA,"0",NA,NA,NA,0,NA,NA,NA,NA
"Agapostemon_splendens","AAspl","","1","Solitary","Halictinae","Caenohalictini","Agapostemon","Agapostemon","42.706543",-101.323401,950,1965,1965,"1","24",NA,"",NA,NA,1,"",NA,NA,NA,NA,NA,"0",NA,NA,NA,0,NA,NA,NA,NA
"Agapostemon_texanus","AAtex","","1,2","Communal","Halictinae","Caenohalictini","Agapostemon","Agapostemon","38.533935",-121.753022,50,1975,1975,"1,2","7",NA,"",NA,"1",NA,"",NA,NA,NA,NA,NA,"0",NA,NA,NA,0,NA,NA,NA,2
"Agapostemon_texanus","AAtex","","1","Solitary","Halictinae","Caenohalictini","Agapostemon","Agapostemon","38.961589",-95.264662,250,NA,NA,"1","28",NA,"",NA,NA,1,"",8,NA,NA,NA,NA,"",NA,NA,NA,0,NA,NA,2,2
"Ruizanthedella_mutabilis","Rmut","","2","Communal","Halictinae","Caenohalictini","Ruizanthedella","","",NA,NA,NA,NA,"","",NA,"",NA,"1",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,0,NA,NA,NA,NA
"Augochlorella_persimilis","Aper","","4","Eusocial","Halictinae","Augochlorini","Augochlorella","","38.958108",-95.25252,310,1963,1963,"1","",NA,"2",NA,"0",NA,"1",NA,NA,NA,19,40,"1",4.9,11,"37",2.6,2.6,NA,NA,NA
"Augochlora_pura","AApur","Augpura","1","Solitary","Halictinae","Augochlorini","Augochlora","Augochlora","38.958108",-95.25252,310,1961,1965,"1","",NA,"2",NA,"0",1,"",0,NA,NA,27,44.5,"0",NA,NA,NA,0,NA,NA,2,2.5
"Augochlorella_aurata","Aaur","","4","Eusocial","Halictinae","Augochlorini","Augochlorella","","38.958108",-95.25252,310,1965,1966,"1","",NA,"1,2",NA,"1",2,"1",4.4,NA,NA,19,40,"",3.6,26.5,"61",4.2,4.2,NA,NA,NA
"Augochlorella_aurata","Aaur","","1,4","Sol/Eus","Halictinae","Augochlorini","Augochlorella","","45.802563",-60.704492,100,1987,1987,"1","43",NA,"",NA,"1",NA,"1",5.51,13.8,NA,75.4,20,"0,1",0.81,5.6,"64.2",2.7,2.7,NA,NA,1
"Augochlorella_aurata","Aaur","","3,4",NA,"Halictinae","Augochlorini","Augochlorella","","42.453119",-76.475367,100,1989,1989,"1","50",NA,"0",0,"1",NA,"1",7.7,11.9,NA,39,46,"1",4.9,NA,"42.75",3.7,NA,NA,NA,NA
"Augochlorella_aurata","Aaur","","3,4",NA,"Halictinae","Augochlorini","Augochlorella","","42.453119",-76.475367,100,1990,1990,"1","50",NA,"",NA,NA,NA,"1",NA,14.8,NA,32.9,56.4,"1",NA,NA,"21.25",3.4,NA,NA,NA,NA
"Augochlorella_aurata","Aaur","","3,4",NA,"Halictinae","Augochlorini","Augochlorella","","42.453119",-76.475367,100,1991,1991,"1","137",NA,"",NA,NA,NA,"1",7.9,11.6,NA,40.3,52.2,"1",NA,NA,"63.75",1.9,NA,NA,NA,NA
"Augochlorella_michaelis","Amic","","3,4",NA,"Halictinae","Augochlorini","Augochlorella","","-25.436039",-49.219483,900,1961,1961,"2","4",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA
"Augochlorella_michaelis","Amic","","3,4",NA,"Halictinae","Augochlorini","Augochlorella","","-25.518417",-49.215822,NA,1955,1956,"2","3",NA,"",NA,"0",NA,"",6,36,NA,0,NA,"",1,NA,"",6.93,6.93,NA,NA,NA
"Augochloropsis_iris","Airi","","4","Eusocial","Halictinae","Augochlorini","Augochloropsis","Paraugochloropsis","-22.75000",-45.501517,1520,1989,1991,"1,2","74",NA,"",NA,"1",NA,"1",3.2475,5.325,NA,20.7,13.625,"2",2,3,"85",5,5,NA,NA,NA
"Augochloropsis_ignita","AAign","","1,3,4",NA,"Halictinae","Augochlorini","Augochloropsis","Augochloropsis","10.37106",-85.641189,100,1954,1954,"2","5",1,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA
"Augochloropsis_rufisetis","Aruf","","",NA,"Halictinae","Augochlorini","Augochloropsis","","25.38619",-51.480471,1050,1955,1955,"2","1",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA
"Augochloropsis_sumptuosa","APsum","","",NA,"Halictinae","Augochlorini","Augochloropsis","Paraugochloropsis","38.961589",-95.264662,250,1953,1953,"1","1",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA
"Augochloropsis_sumptuosa","APsum","","1,2,3",NA,"Halictinae","Augochlorini","Augochloropsis","Paraugochloropsis","40.46",-74.59,50,1898,1898,"1","13",0,"2",NA,"1",NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,1
"Augochloropsis_notophos","AAnot","","2,3","Semisocial","Halictinae","Augochlorini","Augochloropsis","Augochloropsis","-23.564959",-46.729728,780,1984,1986,"2","60",1,"",NA,"1",NA,"1",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,2
"Megalopta_atra","MMatra","","1","Solitary","Halictinae","Augochlorini","Megalopta","Megalopta","8.73448",-82.240563,1235,2007,NA,"2","17",NA,"",NA,NA,1,"",1.7,NA,NA,NA,NA,"0",NA,NA,NA,0,NA,NA,NA,NA
"Megalopta_centralis","Mcen","","1,4","Sol/Eus","Halictinae","Augochlorini","Megalopta","","9.15607",-79.843702,5,1998,2001,"2","66",1,"",NA,"1",NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,2,NA
"Megalopta_genalis","MMgen","Meggenalis","1,4","Sol/Eus","Halictinae","Augochlorini","Megalopta","Megalopta","9.15607",-79.843702,5,208,2009,"2","38",NA,"",NA,NA,NA,"",3.8,3.85,NA,77,77.5,"1.5",1.22,NA,"",6.7,NA,NA,2,NA
"Megommation _insigne","MMins","","3,4",NA,"Halictinae","Augochlorini","Megommation ","Megommation ","-25.52359",-49.345796,900,1955,1956,"1,2","4",1,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"1",1,NA,"",NA,NA,NA,NA,NA
"Megommation _insigne","MMins","","",NA,"Halictinae","Augochlorini","Megommation ","Megommation ","-25.451053",-49.331827,930,1961,1961,"2","1",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA
"Neocorynura_polybioides","Npol","","1,2","Communal","Halictinae","Augochlorini","Neocorynura","","-25.52359",-49.345796,900,1955,1955,"1,2","9",NA,"",NA,"1",NA,"",10,NA,NA,NA,NA,"",NA,NA,NA,0,NA,NA,NA,NA
"Neocorynura_fumipennis","Nfum","","1,3",NA,"Halictinae","Augochlorini","Neocorynura","","9.93704",-84.053778,1200,1963,1963,"2","40",1,"",NA,"0",NA,"1",5,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA
"Neocorynura_pubescens ","Npub","","1","Solitary","Halictinae","Augochlorini","Neocorynura","","9.93704",-84.053778,1200,1963,1963,"2","1",NA,"",NA,"0",1,"",NA,NA,NA,NA,NA,"",NA,NA,NA,0,NA,NA,NA,NA
"Neocorynura_pubescens ","Npub","","1","Solitary","Halictinae","Augochlorini","Neocorynura","","6.11881",-75.431193,2120,1973,1973,"2","",1,"",NA,"0",1,"0",NA,NA,NA,NA,NA,"",NA,NA,NA,0,NA,NA,2,NA
"Neocorynura_columbiana","Ncol","","",NA,"Halictinae","Augochlorini","Neocorynura","","11.12309",-73.885165,2200,NA,NA,"","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA
"Neocorynura_errinys","Nerr","","1,3",NA,"Halictinae","Augochlorini","Neocorynura","","",NA,NA,NA,NA,"","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA
"Paroxystoglossa_andromache","Pand","","1,3",NA,"Halictinae","Augochlorini","Paroxystoglossa","","-25.52359",-49.345796,900,1955,1956,"1,2","12",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA
"Paroxystoglossa_jocasta","Pjac","","1","Solitary","Halictinae","Augochlorini","Paroxystoglossa","","-25.50912",-49.269889,900,1955,1956,"1","30",NA,"",NA,"1",1,"",NA,NA,NA,NA,NA,"",NA,NA,NA,0,NA,NA,NA,2
"Paroxystoglossa_seabrai","Psea","","1,3",NA,"Halictinae","Augochlorini","Paroxystoglossa","","-22.94938",-43.291694,550,1955,1956,"1,2","11",1,"1",NA,"1",1.6,"",7.3,NA,NA,NA,NA,"0",NA,NA,"0",5.5,5.5,NA,NA,2
"Paroxystoglossa_spiloptera","Pspi","","1,3",NA,"Halictinae","Augochlorini","Paroxystoglossa","","-26.03155",-48.855055,5,1955,NA,"1,2","8",NA,"",NA,NA,NA,"",7,NA,NA,NA,NA,"0",NA,NA,"",NA,NA,NA,NA,NA
"Perirapis_semiaurata","Psem","","4","Eusocial","Halictinae","Augochlorini","Perirapis","","",NA,NA,NA,NA,"","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA
"Augochlora_amphitrite","AAamp","","4","Eusocial","Halictinae","Augochlorini","Augochlora","Augochlora","-34.46946",-58.494422,5,2008,2008,"","3",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"1",NA,NA,"",NA,NA,NA,NA,NA
"Augochlora_isthmii","AAist","","1,4","Sol/Eus","Halictinae","Augochlorini","Augochlora","Augochlora","9.15607",-79.843702,5,2000,2000,"2","8",0,"",NA,NA,NA,"",NA,NA,9,NA,33,"",NA,NA,"",NA,NA,NA,2,NA
"Augochlora_nominata","AOnom","","",NA,"Halictinae","Augochlorini","Augochlora","Oxystoglossella","9.82816",-83.675128,4,1965,1965,"2","36",0,"",NA,"0",NA,"1",NA,NA,NA,33,NA,"1",2.3,NA,"",14.8,14.8,NA,NA,NA
"Augochlora_semiramis","AOsem","","3,4",NA,"Halictinae","Augochlorini","Augochlora","Oxystoglossella","-24.3",51.5,900,1955,1956,"1","3",1,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA
"Augochlora_semiramis","AOsem","","",NA,"Halictinae","Augochlorini","Augochlora","Oxystoglossella","-25.451053",-49.331827,930,NA,NA,"","4",1,"",NA,"0",NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA
"Augochlora_cordiaefloris","AOcor","","4","Eusocial","Halictinae","Augochlorini","Augochlora","Oxystoglossella","9.97111",-84.017108,1340,1964,1964,"2","1",NA,"",NA,NA,NA,"1",NA,NA,24,NA,50,"",NA,0.166666667,"0.166666667",NA,NA,NA,NA,NA
"Augochlorella_comis","Acom","","1,3",NA,"Halictinae","Augochlorini","Augochlorella","","9.97111",-84.017108,1340,1965,1965,"2","21",0,"",NA,"1",NA,"",2.2,NA,NA,NA,NA,"",0.79,NA,"",3.1,3.1,NA,2,NA
"Augochlorodes_turrifaciens","Atur","","1,3",NA,"Halictinae","Augochlorini","Augochlorodes","","-22.94938",-43.291694,550,1956,1956,"2","",NA,"",NA,NA,NA,"",7,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA
"Augochloropsis_brachycephala","AAbra","","1,3",NA,"Halictinae","Augochlorini","Augochloropsis","Augochloropsis","-22.94938",-43.291694,400,1955,1965,"2","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA
"Augochloropsis_cleopatra","APcle","","1","Solitary","Halictinae","Augochlorini","Augochloropsis","Paraugochloropsis","-26.03155",-48.855055,5,1955,1955,"1,2","3",NA,"",NA,NA,1,"",NA,NA,NA,NA,NA,"",NA,NA,NA,0,NA,NA,NA,NA
"Augochloropsis_diversipennis","AAdiv","","1,2","Communal","Halictinae","Augochlorini","Augochloropsis","Augochloropsis","-25.52359",-49.345796,900,1955,1955,"1,2","28",NA,"",NA,"1",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,0,NA,NA,NA,NA
"Augochloropsis_iris","APiri","","1,3",NA,"Halictinae","Augochlorini","Augochloropsis","Paraugochloropsis","-25.50912",-49.269889,900,1955,1955,"1,2","5",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA
"Augochloropsis_sparsilis","APspa","","1,3",NA,"Halictinae","Augochlorini","Augochloropsis","Paraugochloropsis","-25.52359",-49.345796,900,1955,1955,"1,2","85",1,"1",NA,"1",NA,"1",NA,NA,NA,NA,43,"0",NA,NA,"",NA,NA,NA,NA,2
"Caenaugochlora_costaricensis","CCcos","","1,2,3",NA,"Halictinae","Augochlorini","Caenaugochlora","Caenaugochlora","9.93662",-84.105623,1130,1963,1963,"2","21",1,"",NA,"0",NA,"",NA,NA,NA,NA,NA,"1",NA,NA,"",9.1,9.1,NA,1,NA
"Pseudaugochlora_graminea","Pgra","","1,3",NA,"Halictinae","Augochlorini","Pseudaugochlora","","9.93662",-84.105623,1130,1963,1963,"2","23",1,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",5.53,5.53,NA,2,NA
"Pseudaugochlora_graminea","Pgra","","1,3",NA,"Halictinae","Augochlorini","Pseudaugochlora","","-25.52359",-49.345796,900,1955,1956,"1,2","",1,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",7.2,7.2,NA,NA,NA
"Pseudaugochlora_sordicutis","Psor","","1,3",NA,"Halictinae","Augochlorini","Pseudaugochlora","","9.93662",-84.105623,1130,1963,1963,"2","20",1,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",7.49,7.49,NA,2,NA
"Xenochlora_ianthina","Xian","","3,4",NA,"Halictinae","Augochlorini","Xenochlora","","-12.57081",-70.095325,268,2006,2006,"2","1",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA
"Xenochlora_nigrofemorata","Xnig","","3,4",NA,"Halictinae","Augochlorini","Xenochlora","","-12.57081",-70.095325,268,2006,2006,"2","4",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA
"Rhinocorynura_inflaticeps","Rinf","","3","Semisocial","Halictinae","Augochlorini","Rhinocorynura","","-25.31719",-49.29965,940,1961,1961,"1,2","1",NA,"",NA,"1",NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA
"Corynura_apicata","CCapi","","1","Solitary","Halictinae","Augochlorini","Corynura","Corynura","",NA,NA,NA,NA,"","",NA,"",NA,NA,1,"",NA,NA,NA,NA,NA,"",NA,NA,NA,0,NA,NA,NA,NA
"Corynura_chloris","CCchl","","2,3","Semisocial","Halictinae","Augochlorini","Corynura","Callistochlora","",NA,NA,NA,NA,"","",NA,"",NA,"1",NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA
"Corynura_cristata","CCcri","","1,2","Communal","Halictinae","Augochlorini","Corynura","Corynura","",NA,NA,NA,NA,"","",NA,"",NA,"1",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,0,NA,NA,NA,NA
"Corynura_herbsti","CCher","","1,2","Communal","Halictinae","Augochlorini","Corynura","Corynura","",NA,NA,NA,NA,"","",NA,"",NA,"1",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,0,NA,NA,NA,NA
"Halictillus_glabrescens","Hgla","","2,3","Semisocial","Halictinae","Augochlorini","Halictillus","","",NA,NA,NA,NA,"","",NA,"",NA,"1",NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA
"Corynura_apicata","CCapi","","1","Solitary","Halictinae","Augochlorini","Corynura","Corynura","",NA,NA,NA,NA,"","",NA,"",NA,NA,1,"",NA,NA,NA,NA,NA,"",NA,NA,NA,0,NA,NA,NA,NA
"Corynura_chloris","CCchl","","2,3","Semisocial","Halictinae","Augochlorini","Corynura","Callistochlora","",NA,NA,NA,NA,"","",NA,"",NA,"1",NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA
"Corynura_cristata","CCcri","","1,2","Communal","Halictinae","Augochlorini","Corynura","Corynura","",NA,NA,NA,NA,"","",NA,"",NA,"1",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,0,NA,NA,NA,NA
"Corynura_herbsti","CCher","","1,2","Communal","Halictinae","Augochlorini","Corynura","Corynura","",NA,NA,NA,NA,"","",NA,"",NA,"1",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,0,NA,NA,NA,NA
"Halictillus_glabrescens","Hgla","","2,3","Semisocial","Halictinae","Augochlorini","Halictillus","","",NA,NA,NA,NA,"","",NA,"",NA,"1",NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA
"Dieunomia_triangulifera","DEtri","Dietrianguli","1","Solitary","Nomiinae","Nomiinae","Dieunomia","Epinomia","39.032071",-95.297394,300,1954,1959,"1","",NA,"3",NA,"0",1,"",10.5,NA,NA,NA,NA,"0",NA,NA,NA,0,NA,NA,1,1
"Dieunomia_triangulifera","DEtri","Dietrianguli","1","Solitary","Nomiinae","Nomiinae","Dieunomia","Epinomia","39.606648",-112.847323,300,1954,1959,"1","",NA,"3",NA,"0",1,"",10.5,NA,NA,NA,NA,"0",NA,NA,NA,0,NA,NA,1,1
"Dieunomia_triangulifera","DEtri","Dietrianguli","1","Solitary","Nomiinae","Nomiinae","Dieunomia","Epinomia","",NA,NA,1914,1918,"2","6",1,"",NA,"0",1,"",NA,NA,NA,NA,NA,"0",NA,NA,NA,0,NA,NA,1,NA
"Dieunomia_heteropoda","DDhet","","1","Solitary","Nomiinae","Nomiinae","Dieunomia","Dieunomia","38.23331",-111.118589,1600,1983,1983,"2","24",NA,"3",NA,NA,1,"",3.6,NA,NA,NA,NA,"",NA,NA,NA,0,NA,NA,NA,NA
"Dieunomia_heteropoda","DDhet","","1","Solitary","Nomiinae","Nomiinae","Dieunomia","Dieunomia","31.825326",-109.45506,1600,1991,1991,"1,3","19",NA,"3",NA,NA,1,"",NA,NA,NA,NA,NA,"",NA,NA,NA,0,NA,NA,1,1
"Dieunomia_heteropoda","DDhet","","1","Solitary","Nomiinae","Nomiinae","Dieunomia","Dieunomia","39.032071",-95.297394,300,1954,1954,"1","1",NA,"",NA,NA,1,"",NA,NA,NA,NA,NA,"",NA,NA,NA,0,NA,NA,NA,NA
"Dieunomia_nevadensis","DEnev","Dienevadensi","1","Solitary","Nomiinae","Nomiinae","Dieunomia","Epinomia","39.010946",-95.141368,300,1962,1962,"","18",NA,"3",NA,NA,1,"",NA,NA,NA,NA,NA,"",NA,NA,NA,0,NA,NA,NA,NA
"Nomia_chalybeata","NAcha","","1,2,3",NA,"Nomiinae","Nomiinae","Nomia","Acunomia","24.344214",123.831336,150,2003,2004,"2","26",1,"3",NA,NA,NA,"",10.95,NA,NA,NA,65,"",NA,NA,"",NA,NA,NA,2,2.5
"Nomia_tetrazonata","NAtet","Nomtetrazona","2","Communal","Nomiinae","Nomiinae","Nomia","Acunomia","31.633406",-111.54456,1110,1991,1991,"3","5",NA,"3",NA,"1",12.3,"0",NA,NA,NA,NA,NA,"",NA,NA,NA,0,NA,NA,NA,NA
"Nomia_nortoni","NAnor","","2","Communal","Nomiinae","Nomiinae","Nomia","Acunomia","",NA,NA,1928,1928,"1","",NA,"3",NA,"1",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,0,NA,NA,NA,1
